0.006564	2.114876	
-0.107661	0.042147	
0.125221	1.122035	
0.944592	-0.670118	
0.977206	-0.114787	
0.505038	0.054702	
0.871613	0.848438	
0.789733	-0.635674	
1.285957	0.150878	
0.499652	-0.022420	
0.761507	0.915525	
1.119275	-0.476639	
-0.354079	0.501089	
-0.045476	0.126761	
-0.645958	1.381784	
-0.362442	1.800176	
1.084916	-0.467015	
-0.470915	1.890480	
0.880737	0.782055	
-0.286199	2.267731	
1.101290	0.386548	
1.134987	-0.527775	
0.020297	-1.167046	
0.376863	2.398879	
0.530685	2.438926	
-0.593365	0.701766	
1.194372	0.358827	
0.298621	2.280118	
-0.573419	0.951966	
-0.585697	1.427379	
1.268219	-0.068051	
0.935389	-0.818172	
-0.439196	1.653611	
0.317388	-1.148145	
0.422492	-0.997304	
-0.264464	0.400635	
-0.010505	0.173618	
0.718881	0.866250	
-0.192942	2.091755	
-0.454824	0.800374	
-0.298988	2.047810	
0.857851	-0.848599	
1.117024	0.289198	
-0.553294	1.782401	
0.669446	1.098746	
0.448696	2.298881	
-0.538377	0.555679	
-0.376819	0.613205	
0.236118	-1.281627	
0.341461	-1.236240	
1.192105	-0.079495	
-0.234004	2.130744	
0.096435	1.159544	
0.159647	0.031428	
-0.610537	1.181760	
0.300138	2.364363	
0.881215	0.636435	
-0.666610	1.098268	
0.336642	0.021907	
0.327632	2.290334	
0.456112	-0.061107	
-0.025735	2.309856	
-0.645916	1.544746	
1.016476	0.961631	
0.552342	0.959738	
1.176912	-0.420365	
1.253491	0.231180	
1.150174	0.114694	
1.004784	-0.543316	
0.606273	1.127365	
0.529272	-1.019930	
-0.234671	0.388917	
0.386671	1.094698	
-0.565433	0.912725	
0.197118	-1.074165	
-0.048285	-1.127166	
0.432754	1.022402	
0.453583	2.450784	
-0.307379	1.883081	
-0.485196	1.423703	
-0.131072	0.315433	
-0.693388	1.533457	
-0.044994	2.213243	
-0.472198	0.665052	
0.559671	0.021135	
1.188810	-0.195363	
1.121436	0.407155	
0.183964	0.117976	
-0.166967	0.230219	
-0.634736	1.177738	
0.046301	1.343716	
-0.246605	0.399157	
0.412212	-1.074215	
0.489725	-1.101115	
0.339153	1.177356	
1.142408	0.787115	
1.255803	0.615041	
0.705975	-0.874321	
0.641703	-0.987434	
0.332952	1.090006	
