   1.0723566e+01   2.7826894e+00
   8.8469870e+00   9.3205438e-01
   9.7023370e+00   2.0766791e+00
   9.5303596e+00   2.1368377e+00
  -8.5911028e-01   6.8083536e-01
  -7.3995823e-02   2.0384207e-01
   1.0706050e+01   9.5418765e-01
   1.6800409e+00  -1.5783830e+00
   3.0087973e+00  -2.8018022e+00
   6.6971928e+00   5.5687208e+00
   3.7768459e+00   1.0314384e+00
   8.6589269e+00   5.7142958e+00
   5.6736610e+00   4.5380515e+00
   1.1455418e+01   1.7969279e+00
   4.3372155e+00   5.0601772e+00
   1.0470871e+01   1.5530843e+00
   5.0665822e+00   5.1359492e+00
   9.5716900e-01  -7.7075216e-01
   1.0336768e+01   1.1574426e+00
   6.4970345e-01   2.5233287e-01
   6.5235469e+00   2.8810003e+00
   1.1166730e+01   4.4772056e-01
   1.0044704e+01   2.7900264e+00
   7.6617683e-01  -1.3049425e+00
   1.1330956e+01   3.0626574e+00
   1.2156854e+01   2.6799663e+00
   3.7031299e-01  -1.4375853e+00
   2.3195555e+00  -2.4974290e+00
   8.3926160e+00   3.4728790e+00
   1.2597330e+01   3.2869268e+00
   5.5269672e+00   6.0053336e+00
   1.2572986e+01   3.1177444e+00
   4.4538007e+00   5.5752275e+00
   1.3829060e+00  -2.5641245e+00
   8.1451381e-01  -4.9858047e-01
  -6.4594738e-01   6.8040307e-01
   2.6694057e+00   6.2343794e+00
   1.1594270e+01   1.6803859e+00
  -1.1511687e-01   3.0262676e-01
   6.6493591e+00   8.7152487e+00
   3.3666597e-01  -6.6879463e-01
   6.1893860e+00   5.8320680e+00
   1.0120045e-01   3.0946103e-02
   1.0793177e+00  -1.6620687e+00
   1.1006001e+01   1.6761450e+00
   1.1733335e+01   3.1395616e+00
   1.1428109e+01   3.3174557e+00
   6.6419400e+00   4.8674602e+00
   1.0675715e+01   1.7286085e+00
   8.5506914e+00   4.0089145e+00
   5.4407945e+00   6.5249738e+00
   6.9036534e+00   5.4748617e+00
  -9.4138553e-01   2.0736836e+00
   1.1399557e+01   1.8295380e+00
   9.1091648e+00   2.2058625e-01
   5.5266282e+00   4.5890587e+00
   1.2311662e+01   3.1197506e+00
   5.1472278e+00   5.9361898e+00
   3.8063856e+00  -3.8746081e+00
   1.2412398e+00  -5.9310911e-01
   1.6110357e+00  -1.2962997e+00
   7.7224536e+00  -1.5598757e+00
   5.1704488e+00  -2.6754616e-01
  -9.2025338e-03   6.3153759e-01
   5.7917694e+00   3.1168681e+00
   1.2103935e+01   2.6947021e+00
   4.0926766e+00   4.1817505e+00
   1.1503197e+00  -8.2055409e-01
   2.4537960e+00  -2.6630522e+00
   1.1629850e+01   2.5389863e+00
  -4.4609653e-01   6.8648690e-01
   5.6892869e+00   7.3743201e+00
   1.1419731e+01   3.9051367e-01
   3.2685026e+00  -3.7955277e+00
   9.9772040e+00  -3.8191714e-01
   5.9236454e+00   4.0364433e+00
   5.1576661e-01  -8.9527576e-01
  -3.1591589e-02  -8.6062922e-01
   1.7902009e+00  -1.6608320e+00
   1.0060748e+01   2.2191482e+00
   2.0644307e+00  -8.9978933e-01
  -1.9314722e+00   2.2603105e+00
   6.1696936e+00   4.2950051e+00
   8.6308073e+00   4.5357933e+00
   8.0266823e-01  -3.9933776e-01
   1.0626239e+01   2.5397832e+00
   9.4934502e+00   1.2564890e+00
   1.0152637e+01   8.9905120e-01
   1.1998067e+00  -2.1017730e+00
   7.0285141e+00   3.6906574e+00
   8.0465895e+00  -1.2697065e+00
   8.5068555e+00  -3.4373761e-01
   1.0054822e+01   5.1497110e-01
  -1.3936663e+00   1.5306919e+00
   1.0625767e+01   2.1997452e+00
   7.4730686e+00   4.8517910e+00
  -9.7820489e-01   1.2517661e+00
   1.9673824e+00  -1.5986469e+00
  -2.9341170e+00   2.8186493e+00
   2.3266241e+00  -2.3444658e+00
   1.0889126e+01   7.5670746e-01
  -1.8988909e+00   1.3559089e+00
   7.2836840e+00   4.1287659e+00
   8.3849011e+00   2.6939709e+00
   4.6615961e+00   5.0463455e+00
   7.1601109e+00   1.0352918e-01
   1.2366019e+01   3.9292144e+00
   1.1364090e+00   1.0370060e-01
   4.8608101e+00   1.7717794e+00
   8.9531132e+00   1.4216501e+00
   1.7587701e+00  -1.0967643e+00
   6.8720301e-02  -1.4335747e+00
   6.9508893e+00   4.2995196e+00
   1.3160545e+00  -1.5054868e+00
   6.3442535e+00   6.7787405e+00
   7.7506205e+00   6.3857174e+00
   5.9539093e+00   4.4541874e+00
   2.5490479e+00  -2.1301738e+00
   2.3212452e-01  -2.2462052e-01
   6.9111909e+00   7.9905116e+00
  -1.1087278e+00   1.7895291e+00
   8.1965240e+00   4.0963326e+00
   4.0970486e+00   4.3465074e+00
  -9.2842234e-02  -1.0814938e+00
   7.2789864e+00   5.5491136e+00
   3.0517677e+00  -2.7429454e+00
  -3.3837028e-01   3.0929723e-01
   3.5397730e-01  -7.8829701e-01
   2.2806662e+00  -3.0176941e+00
   1.2897318e+01   3.9732290e+00
   5.0187532e-01  -7.5131677e-01
   1.0780802e+01   2.7313554e+00
   6.7847278e+00  -4.4858795e+00
   4.8496836e+00   4.4683415e+00
   5.4331014e+00   3.8433294e+00
   8.5028489e+00   4.7291869e-02
   1.1414579e+01   3.5754471e-01
   7.5365827e-01  -4.9405191e-01
   9.4941127e+00   6.8289756e-01
  -2.6333022e-01  -9.1845060e-01
   3.0497037e+00   8.3173929e-01
   6.5550922e+00   4.2993843e+00
   1.5450774e+01   5.8673810e+00
   7.3082681e-01  -2.1617206e+00
   2.6475794e+00  -1.9345320e+00
   7.1895612e+00   4.5828414e+00
   1.0896591e+00  -1.6586445e+00
   5.4736267e+00   3.2416244e+00
   4.2001175e+00  -4.6006595e+00
   1.3159219e+01   3.5375872e+00
   6.3038309e+00   3.1261857e+00
   1.2629077e+01   3.8036128e+00
   7.5026962e+00   3.3598505e+00
   1.0978374e+01   1.1863062e+00
   1.0287682e+01   1.2156209e+00
   1.3720561e+01   4.7532815e+00
   1.2297152e+01   3.6703021e+00
   1.0700973e+00  -2.1957297e+00
   1.5154728e+00  -2.2584939e+00
